Descripcion,Marca,Grupo
REVLON - RUBIO OSCURO DORADO 6.3,REVLON,PRODUCTO
DIA RICHESE 7.13,,PRODUCTO
L´OREAL - NEGRO 1,L´OREAL,PRODUCTO
L´OREAL - CASTANO OSCURO 3,L´OREAL,PRODUCTO
L´OREAL - CASTANO 4,L´OREAL,PRODUCTO
L´OREAL - RUBIO OSCURO 6,L´OREAL,PRODUCTO
L´OREAL - RUBIO 7,L´OREAL,PRODUCTO
L´OREAL - RUBIO CLARO 8,L´OREAL,PRODUCTO
L´OREAL - BEIGE DORADO 8.31,L´OREAL,PRODUCTO
L´OREAL - MARRON CAFE 5.32,L´OREAL,PRODUCTO
L´OREAL - MARRON FIELTRO 6.13,L´OREAL,PRODUCTO
L´OREAL - MILK SHAKE NACARADO 9.02,L´OREAL,PRODUCTO
L´OREAL - RUBIO CLARO 9.13,L´OREAL,PRODUCTO
NEGRO 1 INOVACION NO,,PRODUCTO
RUBIO PLATINO 10 INOVACION NO,,PRODUCTO
MORENO 2 INOVACION NO,,PRODUCTO
INOA 3 INOVACION NO,,PRODUCTO
CASTANO 4 INOVACION NO,,PRODUCTO
3 INOVACION NO" - "CASTANO DORADO 4,3 INOVACION NO",
35" - "CASTANO DORADO CAOBA 4,35",
51 INOVACION NO" - "CASTANO CAOBA CENIZA 4,51 INOVACION NO",
CASTANO CLARO 5 INOVACION NO,,PRODUCTO
12 INOVACION NO" - "CASTANO CLARO CENIZA IRISADO 5,12 INOVACION NO",
CASTANO CLARO DORADO 5.3 INOVACION NO,,PRODUCTO
CASTANO CLARO DORADO IRISADO,,PRODUCTO
35 INOVACION NO" - "CASTANO CLARO DORADO CAOBA 5,35 INOVACION NO",
RUBIO OSCURO 6,,PRODUCTO
RUBIO OSCURO CENIZA 6.1 INOVACION NO,,PRODUCTO
23 INOVACION NO" - "RUBIO OSCURO IRISADO DORADO 6,23 INOVACION NO",
3 INOVACION NO" - "RUBIO OSCURO DORADO 6,3 INOVACION NO",
34 INOVACION NO" - "RUBIO OSCURO DORADO COBRIZO 6,34 INOVACION NO",
RUBIO 7 INOVACION NO,,PRODUCTO
1 INOVACION NO" - "RUBIO CENIZA 7,1 INOVACION NO",
13 INOVACION NO" - "RUBIO CENIZA DORADO 7,13 INOVACION NO",
23 INOVACION NO" - "RUBIO IRISADO DORADO 7,23 INOVACION NO",
3 INOVACION NO" - "RUBIO DORADO 7,3 INOVACION NO",
35 INOVACION NO" - "RUBIO DORADO CAOBA 7,35 INOVACION NO",
RUBIO CLARO 8 INOVACION NO,,PRODUCTO
1 INOVACION NO" - "RUBIO CLARO CENIZA 8,1 INOVACION NO",
INOA 8.3 INOVACION NO,,PRODUCTO
31 INOVACION NO" - "RUBIO CLARO DORADO CENIZA 8,31 INOVACION NO",
RUBIO MUY CLARO 9 INOVACION NO,,PRODUCTO
13 INOVACION NO" - "RUBIO MUY CLARO CENIZA DORADO 9,13 INOVACION NO",
2 INOVACION NO" - "RUBIO MUY CLARO IRISADO 9,2 INOVACION NO",
3 INOVACION NO" - "RUBIO MUY CLARO DORADO 9,3 INOVACION NO",
L´OREAL - DIA LIHT 10.12,L´OREAL,PRODUCTO
L´OREAL - RUBIO CLARO 7.23,L´OREAL,PRODUCTO
L´OREAL - MARRON GIANDUJA 6.23,L´OREAL,PRODUCTO
13 INOVACION NO" - "RUBIO CLARO CENIZA DORADO 8,13 INOVACION NO",
1 INOVACION NO" - "RUBIO MUY CLARO CENIZA 9,1 INOVACION NO",
L´OREAL - BEIGE CENIZA 8.13,L´OREAL,PRODUCTO
L´OREAL - MILKSHAKE CENIZA PROFUNDO 9.11,L´OREAL,PRODUCTO
L´OREAL - SHAMPOO PRO KERATIN REFILL 1500ML,L´OREAL,PRODUCTO
L´OREAL - MOKA CARAMELO 6.8,L´OREAL,PRODUCTO
L´OREAL - RUBIO MUY CLARO 9,L´OREAL,PRODUCTO
L´OREAL - RUBIO CLARO FUNDAMENTAL DORADO 8.3,L´OREAL,PRODUCTO
L´OREAL - CASTANO MOKA 4.8,L´OREAL,PRODUCTO
L´OREAL - CASTANO CLARO MOKA 5.8,L´OREAL,PRODUCTO
8" - "RUBIO MOKA 7,8",L´OREAL
L´OREAL - RUBIO CLARO MOCCA 8.8,L´OREAL,PRODUCTO
L´OREAL - RUBIO OSCURO CENIZA 6.1,L´OREAL,PRODUCTO
L´OREAL - RUBIO CENIZA 7.1,L´OREAL,PRODUCTO
L´OREAL - RUBIO CLARO CENIZA 8.1,L´OREAL,PRODUCTO
L´OREAL - COOL COVER 9.1,L´OREAL,PRODUCTO
11" - "RUBIO OSCURO CENIZA PROFUNDO 6,11",L´OREAL
L´OREAL - RUBIO CENIZA PROFUNDO 7.11,L´OREAL,PRODUCTO
11" - "RUBIO CLARO CENIZA PROFUNDO 8,11",L´OREAL
L´OREAL - RUBIO MUY CLARO CENIZA PROFUNDO 9.11,L´OREAL,PRODUCTO
L´OREAL - RUBIO OSCURO CENIZA FRIO 6.17,L´OREAL,PRODUCTO
L´OREAL - RUBIO CENIZA FRIO 7.17,L´OREAL,PRODUCTO
L´OREAL - BLUSH BLOND B14 7.12,L´OREAL,PRODUCTO
L´OREAL - BLUSH BLOND B14 9.21,L´OREAL,PRODUCTO
66" - "RUBIO OSCURO ROJO PROFUNDO C6,66",L´OREAL
60" - "CASTANO CLARO ROJO INTENSO C5,60",L´OREAL
L´OREAL - HIGH LIFT NEUTRAL,L´OREAL,PRODUCTO
L´OREAL - HIGH LIFT ASH CENIZA,L´OREAL,PRODUCTO
L´OREAL - HIGH LIFT ASH + CENIZA OSCURO,L´OREAL,PRODUCTO
L´OREAL - HIGH LIFT VIOLETA,L´OREAL,PRODUCTO
L´OREAL - HIGH LIFT BEIGE,L´OREAL,PRODUCTO
MYTHIC OIL SHAMPOO P/ CABELLOS GRUESOS,,PRODUCTO
ABVSOLUT REPAIR LIPIDIUM SERUM 50ML,,PRODUCTO
VITAMINO COLOR A-OX SH 1500ML,,PRODUCTO
VITAMINO COLOR 250ML,,PRODUCTO
MAJIREL METAL 11 50ML,,PRODUCTO
MAJIREL METAL 13 50ML,,PRODUCTO
MAJIREL METAL 21 50ML,,PRODUCTO
DIA LIGTH CENDRE 7.00 RUBIO CENIZA,,PRODUCTO
REVLON - CASTANO CLARO PERLADO 5.12,REVLON,PRODUCTO
REVLON - NEGRO AZULADO 2.10,REVLON,PRODUCTO
REVLON - RUBIO COBRIZO PROFUNDO 7.44,REVLON,PRODUCTO
REVLON - RUBIO CLARO COBRIZO 8.4,REVLON,PRODUCTO
REVLON - RUBIO OSCURO COBRIZO 6.4,REVLON,PRODUCTO
REVLON - RUBIO ROJIZO INTENSO 7.60,REVLON,PRODUCTO
REVLON - RUBIO OSCURO ROJIZO CAOBA 6.65,REVLON,PRODUCTO
REVLON - CASTANO CAOBA 4.5,REVLON,PRODUCTO
REVLON - RUBIO OSCURO BEIGE 6.31,REVLON,PRODUCTO
REVLON - RUBIO CLARO BEIGE 8.31,REVLON,PRODUCTO
REVLON - RUBIO MUY CLARO IRISADO 9.2,REVLON,PRODUCTO
REVLON - CASTANO C. CENIZA 5.1,REVLON,PRODUCTO
REVLON - RUBIO OSCURO CENIZA 6.1,REVLON,PRODUCTO
REVLON - RUBIO OSCURO PERLADO 6.12,REVLON,PRODUCTO
REVLON - CASTANO MARRON PROFUND. 4.41,REVLON,PRODUCTO
REVLON - RUBIO MUY CLARO 9SN,REVLON,PRODUCTO
REVLON - RUBIO OSCURO ROJO COBRIZO 6.64,REVLON,PRODUCTO
REVLON - CASTANO CLARO DORAD0 5.3,REVLON,PRODUCTO
REVLON - RUBIO DORADO 7.3,REVLON,PRODUCTO
REVLON - RUBIO CLARO CENIZA NATURAL 10.01,REVLON,PRODUCTO
REVLON - RUBIO M. C. DOR. NAC. 9.32,REVLON,PRODUCTO
REVLON - RUBIO CLARO PERLADO COBRIZO 8.24,REVLON,PRODUCTO
REVLON - CASTANO CLARO DORADO PROFUNDO 5.33,REVLON,PRODUCTO
REVLON - RUBIO OSCURO DORADO PROFUNDO 6.33,REVLON,PRODUCTO
REVLON - RUBIO DORADO PROFUNDO 7.33,REVLON,PRODUCTO
REVLON - NEGRO 1,REVLON,PRODUCTO
REVLON - CASTANO CLARO 5,REVLON,PRODUCTO
REVLON - RUBIO OSCURO 6,REVLON,PRODUCTO
REVLON - RUBIO 7,REVLON,PRODUCTO
REVLON - RUBIO CLARO 8,REVLON,PRODUCTO
REVLON - RUBIO MUY CLARO 9,REVLON,PRODUCTO
REVLON - RUBIO CLARISIMO 10,REVLON,PRODUCTO
REVLON - CASTANO CLARO 5SN,REVLON,PRODUCTO
REVLON - RUBIO OSCURO 6SN,REVLON,PRODUCTO
REVLON - RUBIO 7SN,REVLON,PRODUCTO
REVLON - RUBIO CENIZA 7.1,REVLON,PRODUCTO
REVLON - RUBIO CLARO 8SN,REVLON,PRODUCTO
REVLON - RUBIO CLARO DORADO 8.3,REVLON,PRODUCTO
REVLON - RUBIO MUY CLARO DORADO 9.3,REVLON,PRODUCTO
REVLON - CASTANO CLARO BORGONA 5.20,REVLON,PRODUCTO
REVLON - CASTANO CLARO PERLADO COBRIZO 5.24,REVLON,PRODUCTO
REVLON - CASTANO CLARO DORADO COBRIZO 5.34,REVLON,PRODUCTO
REVLON - CASTANO CLARO MARRON PROFUNDO 5.41,REVLON,PRODUCTO
REVLON - CASTANO CLARO ROJO CAOBA 5.64,REVLON,PRODUCTO
REVLON - CASTANO CLARO ROJIZO CAOBA 5.65,REVLON,PRODUCTO
REVLON - RUBIO OSCURO MARRON ESCARCHADO 6.14,REVLON,PRODUCTO
REVLON - RUBIO OSCURO PERLADO COBRIZO 6.24,REVLON,PRODUCTO
REVLON - RUBIO OSCURO DORADO COBRIZO 6.34,REVLON,PRODUCTO
REVLON - RUBIO OSCURO MARRON 6.41,REVLON,PRODUCTO
REVLON - RUBIO OSCURO ROJO PROFUNDO 6.66,REVLON,PRODUCTO
REVLON - RUBIO CENIZA NATURAL 7.01,REVLON,PRODUCTO
REVLON - RUBIO MARROM ESCARCHADO 7.14,REVLON,PRODUCTO
REVLON - RUBIO PERLADO COBRIZO 7.24,REVLON,PRODUCTO
REVLON - RUBIO BEIGE 7.31,REVLON,PRODUCTO
REVLON - RUBIO DORADO NACARADO 7.32,REVLON,PRODUCTO
REVLON - RUBIO DORADO COBRIZO 7.34,REVLON,PRODUCTO
REVLON - RUBIO AVELLANA 7.41,REVLON,PRODUCTO
REVLON - RUBIO CLARO CENIZA NATURAL 8.01,REVLON,PRODUCTO
REVLON - RUBIO CLARO DORADO COBRIZO 8.34,REVLON,PRODUCTO
REVLON - RUBIO CLARO COBRIZO CAOBA 8.45,REVLON,PRODUCTO
REVLON - RUBIO MUY CLARO CENIZA NATURAL 9.01,REVLON,PRODUCTO
REVLON - RUBIO MUY CLARO BEIGE 9.31,REVLON,PRODUCTO
REVLON - ROJO OSCURO INTENSO 55.60,REVLON,PRODUCTO
REVLON - ROJO COBRIZO INTENSO 66.64,REVLON,PRODUCTO
RP COLORMESTIQUE 6.41,,PRODUCTO
REVLON - MAJIREL 8.34,REVLON,PRODUCTO
REVLON - MAJIREL 8.3,REVLON,PRODUCTO
MAJIREL 8.2,,PRODUCTO
L´OREAL - MAJIREL 6.45,L´OREAL,PRODUCTO
MAJIREL 6,,PRODUCTO
SILKEY PROFESIONAL - RUBIO OSCURO NATURAL 6,SILKEY PROFESIONAL,PRODUCTO
SILKEY PROFESIONAL - RUBIO MEDIANO NATURAL 7,SILKEY PROFESIONAL,PRODUCTO
SILKEY PROFESIONAL - RUBIO CLARO NATURAL 8,SILKEY PROFESIONAL,PRODUCTO
SILKEY PROFESIONAL - RUBIO EXTRA CLARO NATURAL 9,SILKEY PROFESIONAL,PRODUCTO
SILKEY PROFESIONAL - NATURAL EXTRA ACLARANTE 1000,SILKEY PROFESIONAL,PRODUCTO
SILKEY PROFESIONAL - CENIZA EXTRA ACLARANTE 1010,SILKEY PROFESIONAL,PRODUCTO
SILKEY PROFESIONAL - RUBIO EXTRA CLARO 9.33,SILKEY PROFESIONAL,PRODUCTO
SILKEY PROFESIONAL - RUBIO OSCURO 6.41,SILKEY PROFESIONAL,PRODUCTO
32" - "DORADO IRISADO 5,32",REVLON
32" - "RUBIO OSCURO DORADO IRISADO 6,32",REVLON
23" - "RUBIO OSCURO IRISADO DORADO 6,23",L´OREAL
L´OREAL - CASTANO CLARO DORADO 5.3,L´OREAL,PRODUCTO
L´OREAL - AGUA OXIGENADA 20VOL,L´OREAL,PRODUCTO
0" - "CASTANO CLARO PROFUNDO 5,0",L´OREAL
0" - "RUBIO OSCURO PROFUNDO 6,0",REVLON
0" - "RUBIO PROFUNDO 7,0",REVLON
0" - "RUBIO CLARO PROFUNDO 8,0",REVLON
0" - "RUBIO MUY CLARO PROFUNDO 9,0",REVLON
07" - "RUBIO OSCURO NATURAL FRIO 6,07",L´OREAL
L´OREAL - RUBIO NATURAL FRIO 7.07,L´OREAL,PRODUCTO
L´OREAL - RUBIO CLARO NATURAL FRIO 8.07,L´OREAL,PRODUCTO
11" - "CASTANO CLARO CENIZA PROFUNDO 5,11",L´OREAL
1" - "RUBIO OSCURO CENIZA 6,1",L´OREAL
1" - "RUBIO CENIZA 7,1",L´OREAL
11" - "RUBIO CENIZA PROFUNDO 7,11",L´OREAL
2" - "RUBIO IRISADO 7,2",REVLON
1" - "RUBIO CLARO CENIZA 8,1",L´OREAL
1" - "RUBIO MUY CLARO CENIZA 9,1",L´OREAL
13" - "RUBIO MUY CLARO CENIZA DORADO 9,13",REVLON
REVLON - RUBIO MUY MUY CLARO 10,REVLON,PRODUCTO
1" - "RUBIO MUY MUY CLARO CENIZA 10,1",L´OREAL
13" - "RUBIO MUY MUY CLARO CENIZA DORADO 10,13",REVLON
23" - "RUBIO IRISADO DORADO 7,23",REVLON
2" - "RUBIO CLARO IRISADO 8,2",REVLON
31" - "CASTANO CLARO DORADO CENIZA 5,31",REVLON
5" - "CASTANO CLARO CAOBA 5,5",REVLON
3" - "RUBIO OSCURO DORADO 6,3",L´OREAL
34" - "RUBIO OSCURO DORADO COBRIZO 6,34",L´OREAL
41" - "RUBIO OSCURO COBRIZO CENIZA 6,41",REVLON
45" - "RUBIO OSCURO COBRIZO CAOBA 6,45",L´OREAL
3" - "RUBIO DORADO 7,3",L´OREAL
31" - "RUBIO DORADO CENIZA 7,31",REVLON
4" - "RUBIO COBRIZO 7,4",L´OREAL
L´OREAL - RUBIO CLARO DORADO COBRIZO 8.34,L´OREAL,PRODUCTO
31" - "RUBIO MUY CLARO DORADO CENIZA 9,31",REVLON
13" - "RUBIO OSCURO CENIZA DORADO 6,13",REVLON
13" - "RUBIO CENIZA DORADO 7,13",REVLON
ALFAPARF MILANO - EVOLUTION 10NB RUBIO EXTRA CLARO,ALFAPARF MILANO,PRODUCTO
REVLON - CASTANO CLARO MARRON ESCARCHADO 5.14,REVLON,PRODUCTO
REVLON - RUBIO BEIGE PERLADO 7.12,REVLON,PRODUCTO
DESCUENTO,,PRODUCTO
HEBILLITAS,,PRODUCTO
BAR,,PRODUCTO
BIJOU OTROS,,PRODUCTO
PROPINA,,PRODUCTO
SHAMPOO LOREAL PARIS 50 ML,,PRODUCTO
XTREME WEAR PUCKER UP,,PRODUCTO
BIJU,,PRODUCTO
SECADOR,,PRODUCTO
COLOR METHOD QUITAMANCHAS 250ML,,PRODUCTO
