Descripcion,Marca,Grupo
CASTANO CLARO ROJO CAOBA 5.64,REVLON,PRODUCTO
CASTANO CLARO ROJIZO CAOBA 5.65,REVLON,PRODUCTO
RUBIO OSCURO MARRON ESCARCHADO 6.14,REVLON,PRODUCTO
RUBIO OSCURO PERLADO COBRIZO 6.24,REVLON,PRODUCTO
RUBIO OSCURO DORADO COBRIZO 6.34,REVLON,PRODUCTO
RUBIO OSCURO MARRON 6.41,REVLON,PRODUCTO
RUBIO OSCURO ROJO PROFUNDO 6.66,REVLON,PRODUCTO
RUBIO CENIZA NATURAL 7.01,REVLON,PRODUCTO
RUBIO MARROM ESCARCHADO 7.14,REVLON,PRODUCTO
RUBIO PERLADO COBRIZO 7.24,REVLON,PRODUCTO
RUBIO BEIGE 7.31,REVLON,PRODUCTO
RUBIO DORADO NACARADO 7.32,REVLON,PRODUCTO
RUBIO DORADO COBRIZO 7.34,REVLON,PRODUCTO
RUBIO AVELLANA 7.41,REVLON,PRODUCTO
RUBIO CLARO CENIZA NATURAL 8.01,REVLON,PRODUCTO
RUBIO CLARO DORADO COBRIZO 8.34,REVLON,PRODUCTO
RUBIO CLARO COBRIZO CAOBA 8.45,REVLON,PRODUCTO
RUBIO MUY CLARO CENIZA NATURAL 9.01,REVLON,PRODUCTO
RUBIO MUY CLARO BEIGE 9.31,REVLON,PRODUCTO
ROJO OSCURO INTENSO 55.60,REVLON,PRODUCTO
ROJO COBRIZO INTENSO 66.64,REVLON,PRODUCTO
RP COLORMESTIQUE 6.41,,PRODUCTO
MAJIREL 8.34,REVLON,PRODUCTO
MAJIREL 8.3,REVLON,PRODUCTO
MAJIREL 8.2,,PRODUCTO
MAJIREL 6.45,L´OREAL,PRODUCTO
MAJIREL 6,,PRODUCTO
RUBIO OSCURO NATURAL 6,SILKEY PROFESIONAL,PRODUCTO
RUBIO MEDIANO NATURAL 7,SILKEY PROFESIONAL,PRODUCTO
RUBIO CLARO NATURAL 8,SILKEY PROFESIONAL,PRODUCTO
RUBIO EXTRA CLARO NATURAL 9,SILKEY PROFESIONAL,PRODUCTO
NATURAL EXTRA ACLARANTE 1000,SILKEY PROFESIONAL,PRODUCTO
CENIZA EXTRA ACLARANTE 1010,SILKEY PROFESIONAL,PRODUCTO
RUBIO EXTRA CLARO 9.33,SILKEY PROFESIONAL,PRODUCTO
RUBIO OSCURO 6.41,SILKEY PROFESIONAL,PRODUCTO
"DORADO IRISADO 5,32",REVLON,PRODUCTO
"RUBIO OSCURO DORADO IRISADO 6,32",REVLON,PRODUCTO
"RUBIO OSCURO IRISADO DORADO 6,23",L´OREAL,PRODUCTO
CASTANO CLARO DORADO 5.3,L´OREAL,PRODUCTO
AGUA OXIGENADA 20VOL,L´OREAL,PRODUCTO
"CASTANO CLARO PROFUNDO 5,0",L´OREAL,PRODUCTO
"RUBIO OSCURO PROFUNDO 6,0",REVLON,PRODUCTO
"RUBIO PROFUNDO 7,0",REVLON,PRODUCTO
"RUBIO CLARO PROFUNDO 8,0",REVLON,PRODUCTO
"RUBIO MUY CLARO PROFUNDO 9,0",REVLON,PRODUCTO
"RUBIO OSCURO NATURAL FRIO 6,07",L´OREAL,PRODUCTO
RUBIO NATURAL FRIO 7.07,L´OREAL,PRODUCTO
RUBIO CLARO NATURAL FRIO 8.07,L´OREAL,PRODUCTO
"CASTANO CLARO CENIZA PROFUNDO 5,11",L´OREAL,PRODUCTO
"RUBIO OSCURO CENIZA 6,1",L´OREAL,PRODUCTO
"RUBIO CENIZA 7,1",L´OREAL,PRODUCTO
"RUBIO CENIZA PROFUNDO 7,11",L´OREAL,PRODUCTO
"RUBIO IRISADO 7,2",REVLON,PRODUCTO
"RUBIO CLARO CENIZA 8,1",L´OREAL,PRODUCTO
"RUBIO MUY CLARO CENIZA 9,1",L´OREAL,PRODUCTO
"RUBIO MUY CLARO CENIZA DORADO 9,13",REVLON,PRODUCTO
RUBIO MUY MUY CLARO 10,REVLON,PRODUCTO
"RUBIO MUY MUY CLARO CENIZA 10,1",L´OREAL,PRODUCTO
"RUBIO MUY MUY CLARO CENIZA DORADO 10,13",REVLON,PRODUCTO
"RUBIO IRISADO DORADO 7,23",REVLON,PRODUCTO
"RUBIO CLARO IRISADO 8,2",REVLON,PRODUCTO
"CASTANO CLARO DORADO CENIZA 5,31",REVLON,PRODUCTO
"CASTANO CLARO CAOBA 5,5",REVLON,PRODUCTO
"RUBIO OSCURO DORADO 6,3",L´OREAL,PRODUCTO
"RUBIO OSCURO DORADO COBRIZO 6,34",L´OREAL,PRODUCTO
"RUBIO OSCURO COBRIZO CENIZA 6,41",REVLON,PRODUCTO
"RUBIO OSCURO COBRIZO CAOBA 6,45",L´OREAL,PRODUCTO
"RUBIO DORADO 7,3",L´OREAL,PRODUCTO
"RUBIO DORADO CENIZA 7,31",REVLON,PRODUCTO
"RUBIO COBRIZO 7,4",L´OREAL,PRODUCTO
RUBIO CLARO DORADO COBRIZO 8.34,L´OREAL,PRODUCTO
"RUBIO MUY CLARO DORADO CENIZA 9,31",REVLON,PRODUCTO
"RUBIO OSCURO CENIZA DORADO 6,13",REVLON,PRODUCTO
"RUBIO CENIZA DORADO 7,13",REVLON,PRODUCTO
EVOLUTION 10NB RUBIO EXTRA CLARO,ALFAPARF MILANO,PRODUCTO
CASTANO CLARO MARRON ESCARCHADO 5.14,REVLON,PRODUCTO
RUBIO BEIGE PERLADO 7.12,REVLON,PRODUCTO
DESCUENTO,,PRODUCTO
HEBILLITAS,,PRODUCTO
BAR,,PRODUCTO
BIJOU OTROS,,PRODUCTO
PROPINA,,PRODUCTO
SHAMPOO LOREAL PARIS 50 ML,,PRODUCTO
XTREME WEAR PUCKER UP,,PRODUCTO
BIJU,,PRODUCTO
SECADOR,,PRODUCTO
COLOR METHOD QUITAMANCHAS 250ML,,PRODUCTO
